pt,en
"essa regra não impede, nem poderia impedir, o clube de participar na constituição de uma sociedade desportiva de raiz, com uma qualquer percentagem no capital social","this rule does not, nor could it prevent, the club from participating in the constitution of a sports company from scratch, with any percentage in the share capital"
esta é a única solução que tutela os interesses da generalidade dos clubes desportivos portugueses que carecem do investimento de terceiros para a prossecução da actividade desportiva,this is the only solution that protects the interests of most Portuguese sports clubs that require third-party investment to pursue the sporting activity
"a resposta, que já desenvolvi e continuarei a tratar de modo desenvolvido em sede própria, é simples: pode","the answer, which I have already developed and will continue to deal with in a developed way at my own headquarters, is simple: you can"
esse limiar mínimo estabelecido na lei existe,this minimum threshold established by law exists
isso não põe em causa a sua subsistência,this does not jeopardize your livelihood
"todos os elementos essenciais à prossecução do objecto da sociedade foram transmitidos à sociedade a título de entrada, como decorre imperativamente da lei das sociedades desportivas","all the essential elements for the pursuit of the company's object were transferred to the company as a down payment, as imperatively follows from the law on sports companies"
"o clube não pode, em caso algum, pretender a devolução da sua entrada, como decorre das regras gerais do direito societário","the club cannot, under any circumstances, claim the return of its entry, as follows from the general rules of corporate law"
"implica necessariamente, e evidentemente, que a sociedade desportiva deixe de estar sujeita ao regime de especial protecção do clube fundador consagrado para as sociedades que resultam da personalização jurídica de equipa desportiva","necessarily, and of course, implies that the sports company is no longer subject to the special protection regime of the founding club established for companies that result from the legal customization of a sports team"
ter sido constituída pela personalização jurídica da equipa,have been constituted by the legal customization of the team
o próprio processo eleitoral que levou bolsonaro à presidência oferece uma ilustração exemplar da estratégia de conquista do poder pelo populismo autoritário,the electoral process that led bolsonaro to the presidency offers an exemplary illustration of the strategy of conquest of power by authoritarian populism
ausência deliberada e estratégica do candidato dos debates programados nas grandes cadeias de televisão,the candidate's deliberate and strategic absence from scheduled debates on major television networks
falta de definição de um programa,lack of definition of a program
"substituição da discussão de propostas políticas pela proliferação de fake news e de proclamações, muitas vezes contraditórias","replacing the discussion of political proposals with the proliferation of fake news and proclamations, which are often contradictory"
transformação dos adversários no pleito eleitoral em inimigos do povo e do país,transformation of opponents in the electoral process into enemies of the people and the country
