pt,en
deixemos,let's leave
indicador,indicator
responsabiliza,responsible
aprovarem,approve
estados-membros,member states
tendentes,tending
migração,migration
maciça,massive
residem,reside
sul-sul,south-south
norte-sul,North South
acolhimento,welcome
compatriotas,compatriots
forneçam,provide
emigratório,emigratory
parará,will stop
conclui,concludes
seguras,safe
exprimirá,will express
tememos,we fear
credíveis,credible
confiáveis,reliable
migrantes,migrants
proclamar,proclaim
suposto,supposed
emigrar,emigrate
entendido,understood
residência,residence
respetivas,respective
encontrem,find
irregular,irregular
forjada,forged
escancarar,open wide
desregulados,unregulated
populacionais,population
desprezar,despise
securitária,insurance
ligá-la,turn it on
fá-lo-á,will do it
parlamentares,parliamentarians
peões,pawns
trotinete,scooter
atravessada,crossed
asneira,screw up
cacetada,bludgeon
arrefecimento,cooling
vandalismo,vandalism
imposições,impositions
regulatórias,regulatory
doloroso,painful
circulem,circulate
atravessem,cross
eléctricas,electrical
civismo,civics
mota,motorcycle
eléctrica,electric
ciclovia,Bike lane
ligeiro,light
lime,lime
avaliada,evaluated
comportamental,behavioral
premiar,reward
bónus,bonus
licencia,license
regula,regulates
primazia,primacy
impensável,unthinkable
atirarem-nas,throw them
rios,rivers
lagos,lakes
embater,crash
recuo,retreat
esbarra-se,bumps into
literalmente,literally
dei,I gave
inadvertidamente,inadvertently
pontapé,kick
estacionada,parked
plataforma,platform
comboios,trains
alcântara,alcantara
mexe,shake
confirma,confirm
revelam,reveal
fuga,escape
desenvolvidos,developed
desvio,Detour
empréstimos,loans
sugerem,suggest
repatriação,repatriation
pressionando,pressing
conselheiro,counselor
chanceler,chancellor
alemã,german
gunther,gunther
laivos,hints
coloniais,colonial
migratório,migratory
cedência,ceding
potências,potencies
dotadas,gifted
procurado,wanted
ilícita,illicit
monitoria,monitoring
crescendo,growing
favorece,favors
acentua,accentuates
patente,patent
norte-americana,North-American
’,'
traduzir-se,translate
assistência,assistance
enviados,sent
eficiente,efficient
líderes,leaders
comprometeram-se,committed
paradeiro,whereabouts
africano,African
autónoma,autonomous
atingiu,reached
abrandamento,relaxation
empregado,employee
descida,descent
esconde,Hides
proporção,proportion
percentuais,percentages
flexibilizado,relaxed
reverteu,reversed
afetados,affected
acompanhada,accompanied
implementadas,implemented
afetou,affected
caracterizados,characterized
renovada,renewed
ferida,wound
insegurança,insecurity
choques,shocks
revelou,revealed
responda,answer
observatório,observatory
apontada,pointed
representando,representing
confronta,confronts
70.º,70th
impacte,impact
respeitadores,respectful
subscreveram,subscribed
ignoram,ignore
ofendem,offend
diametralmente,diametrically
simularam,simulated
elaboraram,elaborated
esforçam,strive
generosos,generous
exarados,written
inocentemente,innocently
negado,denied
afirmando,stating
adaptadas,adapted
inenarrável,unspeakable
modernizada,modernized
veneráveis,venerable
setecentistas,eighteenth century
pioneiros,pioneers
acentuadamente,sharply
abrangência,coverage
universalidade,universality
precederam,preceded
propõe-se,it is proposed
ouvida,heard
estudada,studied
concretizada,materialized
introduz,introduces
companheira,lifemate
inova,innovates
ético,ethical
triunfal,triumphal
farol,lighthouse
bioética,bioethics
conferir,check
colónia,Cologne
longínquo,distant
suserano,overlord
violento,violent
articulado,articulated
dignitas,worthy
romanos,romans
desempenhados,played
cívicos,civics
outorga,bestowal
dogmáticas,dogmatic
longue,long
turquia,Turkey
ativismo,activism
apuros,trouble
pintaram,painted
verniz,varnish
iliberais,illiberal
fidesz,fidesz
demoliram,demolished
húngara,hungarian
maciçamente,massively
restritos,restricted
desmanteladas,dismantled
coercitiva,coercive
roma,pomegranate
judiciário,judiciary
arriscado,risky
ativistas,activists
manifestarem-se,manifest
táticas,tactics
discretas,discreet
recrudescimento,resurgence
investigativos,investigative
criminalização,criminalization
erdoğan,erdoğan
coincide,match
violentos,violent
opositores,opponents
gezi,gezi
secularismo,secularism
sinônimo,synonym
turkey,turkey
purge,purge
contabiliza,counts
demissões,layoffs
servidores,servers
presos,prisoners
dormitórios,dormitories
acadêmicos,academics
perderam,They lost
demitidos,fired
desligados,off
viktor,viktor
regressou,returned
gabinete,cabinet
silenciar,silence
estado-membro,member state
acuados,cornered
difundir,broadcast
narrativas,narratives
sustentar,to sustain
mantêm-se,keep up
impasses,deadlocks
manifestam,manifest
legislativos,legislative
gastos,spending
ofensiva,offensive
opta,chooses
escalada,climbing
persecutória,persecution
entreajuda,mutual help
artivismo,artivism
peer-to-peer,peer-to-peer
dissimulação,dissimulation
despercebido,unnoticed
conduzir-nos,lead us
temerários,daredevils
observar,observe
fatos,facts
definimos,we define
camuflagem,camouflage
deixamos,we left
maneiras,ways
democratas,democrats
fed,fed
comentadores,commentators
alemão,German
questionou,questioned
legalidade,legality
delicado,delicate
apressada,hasty
agitar,shake
recessão,recession
receios,fears
hiperinflação,hyperinflation
extraordinárias,extraordinary
restringida,restricted
excedeu,exceeded
correspondendo,corresponding
normalização,normalization
erosão,erosion
respondeu,answered
baixando,downloading
transmitiu,transmitted
agregada,aggregate
apontam,point
ajudou,helped
ascensão,rise
iremos,we will go
depender,to depend
arrepiar,crawl
composição,composition
mandato,mandate
pasokização,pasokization
psf,psf
socialista,socialist
francês,French
democrata,democrat
lega,cool
fascista,fascist
salvini,salvini
revelarem,reveal
neoliberalmente,neoliberally
desregulado,unregulated
desaguou,drained
offshores,offshores
incentivar,to encourage
mercador,merchant
sozinho,by myself
entramos,we enter
atacada,attacked
ressurgimento,resurgence
extremistas,extremists
traições,betrayals
focos,foci
encolher,shrink
evitar-se,avoid
regeneração,regeneration
correlação,correlation
determinará,will determine
coletes,vests
amarelos,yellow
erradicar,eradicate
migratórios,migratory
ciber-resiliência,cyber resilience
arrepio,shiver
maldiz,curse
obsequiar,gift
repressivos,repressive
iraniano,Iranian
repentina,sudden
afeganistão,Afghanistan
entregando,delivering
atacam,attack
ofensivas,offensive
desatino,madness
pézinhos-de-seda,little silk feet
demissão,resignation
aliviava,relieved
custar,to cost
desvario,raving
encruzilhada,crossroads
existencial,existential
externas,external
prioritária,priority
limita-se,is limited
formal,formal
contornar,circumvent
festejou,celebrated
veto,veto
repete,repeat
coreografia,choreography
vetado,vetoed
5.º,5th
transições,transitions
reagiu,reacted
hipocrisia,hypocrisy
contabilização,accounting
escalões,echelons
ganharia,would win
promulgação,promulgation
fundamentar,substantiate
lamenta,regrets
ensinos,teachings
secundário,secondary
contabilizados,accounted for
partilhadas,shared
duro,hard
validou,validated
proletarização,proletarianization
precede,precedes
domesticar,domesticate
sindicatos,unions
retenções,withholdings
foice,Scythe
esperado,expected
precoce,precocious
evitável,preventable
nascença,birth
indecente,indecent
preside,presides
variáveis,variables
predizem,predict
nascemos,we were born
natalidade,birth
apreensivos,apprehensive
aceitam,accept
civilizacional,civilizational
proporcionaria,would provide
correu-lhe,ran to him
aparecem,appear
mobilizam,mobilize
vê-los,see them
traidores,traitors
comunicar,to communicate
explicadas,explained
mudasse,change
adianta,it's good
avisou,warned
desanimados,discouraged
colar,to paste
cacos,shards
afirma-se,it is stated
convicto,convinced
compensado,plywood
eleitorado,electorate
recrutado,recruited
rodeou-se,surrounded himself
debilitaram,weakened
manifestada,manifested
convidou-os,invited them
silêncios,silences
apoiantes,supporters
dirige,drives
mantê-la,keep it
fazê-la,do it
vende,sell
presumindo,presuming
conciliar,reconcile
banidos,banned
cansaram-se,got tired
identificam-se,identify themselves
destrói,destroys
exceções,exceptions
desânimo,discouragement
desmotivação,demotivation
manter-se,keep yourself
comprovadas,proven
dilacerado,torn apart
climática,climate
acordos,agreements
potencias,potencies
nacionalismo,nationalism
ressurgiu,resurfaced
tecnocrático,technocratic
iniciados,initiates
submetidas,submitted
formuladas,formulated
organizaram,organized
parlamentos,parliaments
comissários,stewards
fundações,foundations
miríade,myriad
colmatar,bridge
atraso,delay
lógicas,logics
linguísticas,linguistic
conservadoras,conservative
neo-liberais,neo-liberals
congelou,froze
status,status
minou,mine
protetora,protective
contra-reação,counter-reaction
nacional-populistas,national-populists
recrudesceram,recrudesced
explorando,exploring
tensões,tensions
migratórias,migratory
argumentam,argue
regressar,return
dramático,dramatic
energéticos,energetic
destruídos,destroyed
evitando,avoiding
desfavorecidos,disadvantaged
precarização,precariousness
recém,newly
resistem,resist
imperativos,imperatives
sub-investimento,underinvestment
crónico,chronic
submetida,submitted
estabilizando,stabilizing
alavancando,leveraging
reforçando,reinforcing
hostilizar,antagonize
sobrecarregar,overload
vindouras,to come
migratória,migratory
declínio,decline
exposta,exposed
contendo,containing
asilo,asylum
falam,speak
propõem,propose
nacional-populista,national-populist
envolvam,involve
transforme,transform
geo-política,geo-politics
argumentando,arguing
conduzidos,led
dependesse,depended
primeiras,first
parecia,looked like
inusitado,unusual
deitavam,lay down
quedas,falls
laranjas,oranges
deitadas,lying down
estradas,roads
renascia,reborn
filas,queues
erradamente,wrongly
solucionaram,solved
regressado,returned
revertidas,reversed
passou-se,it went away
deal,deal
amputado,amputated
historiografia,historiography
nazismo,Nazism
blitzkrieg,blitzkrieg
desmoralização,demoralization
tanques,tanks
titubeante,faltering
social-democracia,social democracy
desastrosa,disastrous
coerente,coherent
weimar,weimar
deixados,left
conseguiam,could
generaliza-se,generalizes
aderiram,joined
nazi,nazi
britânico,British
fabris,factories
nsbo,nsbo
sindicalistas,unionists
orientação,guidance
cadeiras,chairs
predominantemente,predominantly
católicos,Catholics
cristãos,Christians
excrescência,outgrowth
conservadora,conservative
retrógrada,retrograde
feudal,feudal
assentou,sat
pelz,pelz
krupp,krupp
i.g,IG
farben,farben
forçado,forced
alicerce,Foundation
comunistas,communists
fiéis,faithful
spd,spd
procurava,was looking for
intermédia,intermediate
bolchevismo,bolshevism
contra-revolução,counter-revolution
bolchevique,bolshevik
sucumbia,succumbed
apoiou,supported
viu-se,saw yourself
deflacionista,deflationary
bonapartista,bonapartist
decretos-lei,ordinances
fieis,faithful
freikorps,freikorps
abalou,rocked
vendo,selling
migrarem,migrate
salvarem,save
propriedades,properties
soldados,soldiers
produtivas,productive
nomenclatura,nomenclature
social-fascista,social-fascist
distinguia,distinguished
rejeitava,rejected
aniquilar,annihilate
operários,workers
inabilidade,inability
alemães,germans
perseguidos,persecuted
oporem,oppose
modas,fashions
empreendimento,enterprise
adaptar-se,adapt
sabores,flavors
cais,pier
celebérrimos,famous
incontornáveis,unavoidable
atira-te,throw yourself
vislumbra,glimpse
xxi,xxi
silo,silo
cimo,top
redentor,redeemer
perdão,pardon
regenerador,regenerator
qualificador,qualifier
drama,drama
recriar,recreate
imemoriais,immemorial
acostagem,berth
contendores,contenders
pós-terramoto,post-earthquake
salvou,saved
cacilhas,cachaças
revoltosas,revolts
apelidar,nickname
vago,vague
memoriais,memorials
comedy,comedy
ruína,doom
antanho,long ago
prevenirem-se,prevent yourselves
eventualidade,eventuality
casamento,wedding
finaram,ended
primado,primacy
peão,pawn
suaves,smooth
popó,popo
arriba,cliff
elevatório,elevator
escoarem,drain
estimativas,estimates
barcos,boats
bacalhoeiros,cod fish
travestir,crossdress
recuperando-o,recovering it
re-utilizando-o,re-using it
intermediação,intermediation
onerosa,onerous
ineficiência,inefficiency
intrusiva,intrusive
abusiva,abusive
distribuídas,distributed
lateralizadas,lateralized
amadores,amateurs
levanta,get up
lida,read
biface,steak
atraídos,attracted
gama,gamma
gratuitos,free
decrescente,descending
preciosa,precious
constrói,builds
opera,opera
desmaterialização,dematerialization
permite-lhe,allows you
volumes,volumes
extração,extraction
valias,capital gains
regulatória,regulatory
metrópoles,metropolises
funcionalidades,functionalities
colaborativos,collaborative
interface,interface
otimizar,optimize
saneamento,sanitation
sugerimos,we suggest
estado-administração,state administration
organizacional,organizational
estado-silo,silo state
colaborativa,collaborative
estado-plataforma,platform state
clientelar,clientele
político-partidário,party politician
defensivas,defensive
cautelares,precautionary
conjuntura,conjuncture
legitimação,legitimation
